Facility_Name,Municipality,Confirmed_Resident_Cases,Confirmed_Staff_Cases,Confirmed_Resident_Deaths,Confirmed_Staff_Deaths,Reported_Date,County,Concluded_Date
Stonebridge at Montgomery,Montgomery,2,0,0,0,3/8/2023,Somerset,4/4/2023
Waterfront Rehabilitation and Healthcare Center,Raritan,1,0,0,0,2/24/2023,Somerset,3/23/2023
Sunrise of Bridgewater,Bridgewater,3,1,0,0,2/22/2023,Somerset,4/14/2023
Spring Hills Assisted Living Facility Somerset,Franklin Twp,41,6,2,0,2/21/2023,Somerset,4/25/2023
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,1,0,0,0,2/13/2023,Somerset,3/13/2023
Brookdale Hillsborough,Hillsborough,5,2,0,0,2/8/2023,Somerset,3/13/2023
Avalon Assisted Living at Hillsborough,Hillsborough,21,3,0,0,2/2/2023,Somerset,3/21/2023
Fox Trail Memory Care Living at Green Brook §,Green Brook Twp,3,0,0,0,2/2/2023,Somerset,2/28/2023
Brandywine Living at Middlebrook Crossing,Bridgewater,6,2,0,0,1/23/2023,Somerset,2/28/2023
Abingdon Care and Rehabilitation Center,Green Brook Twp,4,1,0,0,1/19/2023,Somerset,2/16/2023
Sunrise of Basking Ridge,Bernards Twp,22,4,0,0,1/18/2023,Somerset,4/17/2023
Green Brook Regional,Green Brook Twp,48,40,0,0,1/18/2023,Somerset,3/6/2023
Bridgeway Care And Rehabilitation Center At Hillsborough,Hillsborough,6,3,0,0,1/13/2023,Somerset,4/6/2023
The Bristal Assisted Living at Somerset,Franklin Twp,4,0,0,0,1/13/2023,Somerset,3/14/2023
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,44,8,2,0,1/11/2023,Somerset,3/9/2023
Stonebridge at Montgomery §,Montgomery,1,0,0,0,1/10/2023,Somerset,2/24/2023
The Avalon at Bridgewater,Bridgewater,7,9,0,0,1/4/2023,Somerset,3/6/2023
All American Assisted Living at Hillsborough,Hillsborough,40,6,0,0,1/3/2023,Somerset,2/24/2023
Spring Hills Assisted Living Facility Somerset,Franklin Twp,2,0,0,0,1/3/2023,Somerset,1/30/2023
The Delaney Of Bridgewater,Bridgewater,17,10,1,0,12/30/2022,Somerset,2/24/2023
Mira Vie at Green Knoll,Bridgewater,8,3,0,0,12/28/2022,Somerset,2/24/2023
Brandywine Living at Mountain Ridge,Watchung,4,3,0,0,12/28/2022,Somerset,2/16/2023
Avalon Assisted Living at Hillsborough,Hillsborough,1,2,0,0,12/27/2022,Somerset,2/6/2023
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,25,5,2,0,12/16/2022,Somerset,3/29/2023
Skilled Nursing at Fellowship Village §,Basking Ridge,20,13,1,0,12/14/2022,Somerset,4/21/2023
Complete Care at Green Knoll,Bridgewater,23,8,0,0,12/12/2022,Somerset,2/15/2023
Waterfront Rehabilitation and Healthcare Center,Raritan,11,9,0,0,12/12/2022,Somerset,2/16/2023
Regency Jewish Heritage Post Acute Rehab and Nursing Center §,Franklin Twp,34,2,0,0,12/9/2022,Somerset,1/19/2023
New Jersey Eastern Star Home,Bridgewater,17,7,0,0,12/8/2022,Somerset,1/31/2023
Parker at Somerset,Franklin Twp,8,4,0,0,12/8/2022,Somerset,2/10/2023
CareOne at Somerset Valley Rehabilitation Facility,Bound Brook,70,2,1,0,11/29/2022,Somerset,6/6/2023
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,10,0,0,0,11/28/2022,Somerset,1/20/2023
The Arbor at Laurel Circle,Bridgewater,21,0,0,0,11/28/2022,Somerset,2/10/2023
Mc Auley Hall Health Center,Watchung,44,18,1,0,11/21/2022,Somerset,2/23/2023
Brightview at Warren Assisted Living,Warren Twp,10,0,0,0,11/21/2022,Somerset,1/25/2023
Green Brook Regional §,Green Brook Twp,1,1,0,0,11/10/2022,Somerset,12/9/2022
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,28,4,0,0,11/2/2022,Somerset,12/19/2022
Bridgeway Care And Rehabilitation Center At Hillsborough,Hillsborough,5,0,1,0,11/1/2022,Somerset,12/28/2022
Sunrise of Bridgewater,Bridgewater,42,15,0,0,10/28/2022,Somerset,1/11/2023
Brandywine Living at Mountain Ridge,Watchung,14,3,0,0,10/20/2022,Somerset,11/28/2022
Stonebridge at Montgomery,Montgomery,10,10,0,0,10/11/2022,Somerset,1/19/2023
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,12,6,0,0,10/6/2022,Somerset,12/5/2022
Skilled Nursing at Fellowship Village,Basking Ridge,2,1,1,0,10/6/2022,Somerset,12/9/2022
Mira Vie at Warren,Warren Twp,3,0,0,0,10/5/2022,Somerset,10/28/2022
Complete Care at Green Knoll,Bridgewater,22,6,0,0,9/30/2022,Somerset,11/23/2022
Brookdale Hillsborough,Hillsborough,33,3,0,0,9/26/2022,Somerset,12/1/2022
Bridgeway Care And Rehab Center At Bridgewater §,Bridgewater,87,22,5,0,9/23/2022,Somerset,2/24/2023
All American Assisted Living at Hillsborough,Hillsborough,7,5,0,0,9/13/2022,Somerset,11/17/2022
Spring Hills Assisted Living Facility Somerset,Franklin Twp,18,4,0,0,9/9/2022,Somerset,10/27/2022
The Arbor at Laurel Circle,Bridgewater,2,1,0,0,9/9/2022,Somerset,10/12/2022
The Bristal Assisted Living at Somerset,Franklin Twp,26,4,0,0,9/7/2022,Somerset,11/29/2022
Brightview at Warren Assisted Living §,Warren Twp,18,0,0,0,9/7/2022,Somerset,11/22/2022
Sunrise of Bridgewater,Bridgewater,3,1,0,0,9/6/2022,Somerset,10/25/2022
Brandywine Living at Middlebrook Crossing,Bridgewater,29,1,0,0,9/1/2022,Somerset,11/16/2022
New Jersey Eastern Star Home,Bridgewater,1,1,1,0,8/31/2022,Somerset,10/21/2022
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,2,1,0,0,8/29/2022,Somerset,10/17/2022
Abingdon Care and Rehabilitation Center,Green Brook Twp,4,1,0,0,8/18/2022,Somerset,9/21/2022
Brandywine Living at Mountain Ridge,Watchung,16,3,1,0,8/2/2022,Somerset,9/22/2022
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,2,7,0,0,7/25/2022,Somerset,9/19/2022
Avalon Assisted Living at Hillsborough §,Hillsborough,12,7,0,0,7/24/2022,Somerset,10/26/2022
Complete Care at Green Knoll,Bridgewater,9,2,1,0,7/18/2022,Somerset,9/28/2022
The Avalon at Bridgewater §,Bridgewater,6,11,1,0,7/14/2022,Somerset,9/20/2022
Sunrise of Basking Ridge,Bernards Twp,15,7,0,0,7/12/2022,Somerset,9/22/2022
Brookdale Hillsborough,Hillsborough,2,3,0,0,7/11/2022,Somerset,8/31/2022
Brightview at Warren Assisted Living,Warren Twp,14,2,0,0,7/10/2022,Somerset,9/1/2022
New Jersey Eastern Star Home,Bridgewater,7,4,0,0,6/30/2022,Somerset,8/10/2022
Skilled Nursing at Fellowship Village,Basking Ridge,4,9,1,0,6/20/2022,Somerset,9/16/2022
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,14,5,1,0,6/19/2022,Somerset,8/10/2022
The Arbor at Laurel Circle,Bridgewater,1,2,0,0,6/10/2022,Somerset,8/11/2022
The Bristal Assisted Living at Somerset,Franklin Twp,6,0,0,0,6/10/2022,Somerset,7/14/2022
Bridgeway Care And Rehab Center At Bridgewater,Bridgewater,2,2,0,0,6/9/2022,Somerset,8/5/2022
Stonebridge at Montgomery §,Montgomery,7,2,0,0,6/8/2022,Somerset,10/7/2022
Waterfront Rehabilitation and Healthcare Center,Raritan,7,4,0,0,6/2/2022,Somerset,8/12/2022
The Delaney Of Bridgewater,Bridgewater,8,7,0,0,5/26/2022,Somerset,7/22/2022
Spring Hills Assisted Living Facility Somerset,Franklin Twp,2,2,0,0,5/23/2022,Somerset,6/27/2022
Brightview at Warren Assisted Living,Warren Twp,1,3,0,0,5/19/2022,Somerset,6/14/2022
Skilled Nursing at Fellowship Village,Basking Ridge,2,2,0,0,5/16/2022,Somerset,6/20/2022
Brandywine Living at Middlebrook Crossing,Bridgewater,3,3,0,0,5/11/2022,Somerset,6/29/2022
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,1,9,0,0,5/9/2022,Somerset,8/23/2022
The Avalon at Bridgewater,Bridgewater,3,3,0,0,5/6/2022,Somerset,7/5/2022
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,2,0,0,0,5/5/2022,Somerset,6/10/2022
Mira Vie at Green Knoll,Bridgewater,36,8,2,0,5/3/2022,Somerset,6/16/2022
Avalon Assisted Living at Hillsborough,Hillsborough,16,9,0,0,5/2/2022,Somerset,7/21/2022
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,1,1,0,0,4/20/2022,Somerset,5/24/2022
Bridgeway Care And Rehab Center At Bridgewater,Bridgewater,7,1,0,0,4/19/2022,Somerset,6/8/2022
Parker at Somerset,Franklin Twp,28,36,2,0,4/14/2022,Somerset,11/22/2022
The Arbor at Laurel Circle,Bridgewater,22,3,1,0,4/13/2022,Somerset,6/6/2022
Brookdale Hillsborough,Hillsborough,1,3,0,0,4/12/2022,Somerset,6/7/2022
Bridgeway Care And Rehabilitation Center At Hillsborough,Hillsborough,31,42,1,0,4/6/2022,Somerset,10/31/2022
Brightview at Warren Assisted Living,Warren Twp,0,2,0,0,3/29/2022,Somerset,4/26/2022
Green Brook Regional,Green Brook Twp,1,37,0,0,3/28/2022,Somerset,10/5/2022
CareOne at Somerset Valley Rehabilitation Facility §,Bound Brook,70,19,5,0,3/28/2022,Somerset,11/9/2022
Brandywine Living at Middlebrook Crossing,Bridgewater,2,0,0,0,3/17/2022,Somerset,4/20/2022
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,0,4,0,0,3/16/2022,Somerset,4/18/2022
Spring Hills Assisted Living Facility Somerset,Franklin Twp,1,0,0,0,3/14/2022,Somerset,4/11/2022
Stonebridge at Montgomery,Montgomery,6,10,1,0,1/14/2022,Somerset,3/15/2022
Lyons Campus of the VA New Jersey Health Care System,Bernards Twp,50,458,1,0,1/12/2022,Somerset,10/13/2022
Sunrise of Basking Ridge,Bernards Twp,3,11,0,0,1/3/2022,Somerset,3/9/2022
Spring Hills Assisted Living Facility Somerset,Franklin Twp,9,14,0,0,12/30/2021,Somerset,3/4/2022
All American Assisted Living at Hillsborough,Hillsborough,48,22,0,0,12/29/2021,Somerset,3/16/2022
Regency Jewish Heritage Post Acute Rehab and Nursing Center,Franklin Twp,42,14,0,0,12/29/2021,Somerset,3/15/2022
Brandywine Living at Mountain Ridge,Watchung,14,4,0,0,12/27/2021,Somerset,2/22/2022
Sunrise of Bridgewater,Bridgewater,13,22,1,0,12/27/2021,Somerset,3/3/2022
Abingdon Care and Rehabilitation Center,Green Brook Twp,34,6,1,0,12/27/2021,Somerset,3/7/2022
Complete Care at Green Knoll,Bridgewater,52,22,3,0,12/27/2021,Somerset,3/14/2022
Mc Auley Hall Health Center,Watchung,10,16,0,0,12/27/2021,Somerset,2/24/2022
The Bristal Assisted Living at Somerset,Franklin Twp,6,20,0,0,12/21/2021,Somerset,2/24/2022
Avalon Assisted Living at Hillsborough,Hillsborough,1,6,0,0,12/21/2021,Somerset,2/8/2022
Brandywine Living at Middlebrook Crossing,Bridgewater,8,6,0,0,12/21/2021,Somerset,2/15/2022
The Delaney Of Bridgewater,Bridgewater,0,20,0,0,12/21/2021,Somerset,2/15/2022
CareOne at Somerset Valley Assisted Living Facility,Bound Brook,50,33,1,0,12/21/2021,Somerset,3/21/2022
New Jersey Eastern Star Home,Bridgewater,11,31,0,0,12/21/2021,Somerset,3/30/2022
The Arbor at Laurel Circle,Bridgewater,13,26,0,0,12/20/2021,Somerset,2/24/2022
Waterfront Rehabilitation and Healthcare Center,Raritan,51,22,0,0,12/20/2021,Somerset,3/24/2022
Brookdale Hillsborough,Hillsborough,13,20,1,0,12/20/2021,Somerset,3/10/2022
The Avalon at Bridgewater,Bridgewater,7,19,1,0,12/18/2021,Somerset,2/15/2022
Green Brook Regional,Green Brook Twp,2,57,0,0,12/16/2021,Somerset,3/18/2022
Bridgeway Care And Rehabilitation Center At Hillsborough,Hillsborough,7,41,0,0,12/15/2021,Somerset,3/11/2022
Skilled Nursing at Fellowship Village,Basking Ridge,16,30,1,0,12/14/2021,Somerset,3/1/2022
Bridgeway Care And Rehab Center At Bridgewater,Bridgewater,31,28,3,0,12/14/2021,Somerset,3/14/2022
Parker at Somerset,Franklin Twp,16,36,2,0,12/13/2021,Somerset,4/14/2022
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,50,39,4,0,11/28/2021,Somerset,3/24/2022
Mira Vie at Green Knoll,Bridgewater,16,14,0,0,11/25/2021,Somerset,3/11/2022
Brightview at Warren Assisted Living,Warren Twp,11,21,1,0,11/24/2021,Somerset,3/30/2022
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,16,37,0,0,11/15/2021,Somerset,3/16/2022
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,10,25,1,0,11/12/2021,Somerset,3/10/2022
CareOne at Somerset Valley Rehabilitation Facility,Bound Brook,5,0,1,0,10/12/2021,Somerset,11/9/2021
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,0,2,0,0,10/4/2021,Somerset,11/9/2021
New Jersey Eastern Star Home,Bridgewater,0,1,0,0,9/30/2021,Somerset,10/29/2021
The Delaney Of Bridgewater,Bridgewater,0,2,0,0,9/15/2021,Somerset,10/29/2021
Sunrise of Bridgewater,Bridgewater,1,0,0,0,8/31/2021,Somerset,9/22/2021
CareOne at Somerset Valley Assisted Living Facility,Bound Brook,0,2,0,0,8/20/2021,Somerset,9/20/2021
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,0,4,0,0,8/11/2021,Somerset,10/20/2021
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,1,0,0,0,7/30/2021,Somerset,9/16/2021
Willow Creek Rehabilitation and Care Center,Franklin Twp,1,1,0,0,7/14/2021,Somerset,8/12/2021
Green Brook Regional,Green Brook Twp,0,5,0,0,6/29/2021,Somerset,9/10/2021
Bridgeway Care And Rehab Center At Bridgewater,Bridgewater,0,3,0,0,4/22/2021,Somerset,5/28/2021
Bridgeway Care And Rehabilitation Center At Hillsborough,Hillsborough,2,1,0,0,4/22/2021,Somerset,6/2/2021
Regency Jewish Heritage Post Acute Rehab and Nursing Center,Franklin Twp,0,2,0,0,4/20/2021,Somerset,6/15/2021
Stonebridge at Montgomery,Montgomery,0,2,0,0,4/11/2021,Somerset,5/19/2021
The Arbor at Laurel Circle,Bridgewater,1,1,0,0,4/8/2021,Somerset,5/7/2021
Complete Care at Green Knoll,Bridgewater,0,3,0,0,4/5/2021,Somerset,5/21/2021
Parker at Somerset,Franklin Twp,2,5,0,0,4/1/2021,Somerset,6/7/2021
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,0,3,0,0,3/15/2021,Somerset,4/13/2021
Mc Auley Hall Health Center,Watchung,0,2,0,0,3/10/2021,Somerset,4/14/2021
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,3,8,2,0,2/12/2021,Somerset,6/14/2021
Brandywine Living at Mountain Ridge,Watchung,0,7,0,0,2/6/2021,Somerset,3/16/2021
Mira Vie at Green Knoll,Bridgewater,0,2,0,0,2/6/2021,Somerset,3/2/2021
Complete Care at Green Knoll,Bridgewater,1,0,0,0,1/16/2021,Somerset,3/12/2021
Mira Vie at Warren,Warren Twp,0,2,0,0,1/14/2021,Somerset,2/22/2021
Avalon Assisted Living at Hillsborough,Hillsborough,1,4,0,1,1/10/2021,Somerset,2/21/2021
Sunrise of Bridgewater,Bridgewater,1,1,0,0,1/7/2021,Somerset,2/5/2021
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,0,4,0,0,1/7/2021,Somerset,3/4/2021
Spring Hills Assisted Living Facility Somerset,Franklin Twp,3,4,0,0,1/4/2021,Somerset,4/5/2021
Brightview at Warren Assisted Living,Warren Twp,14,8,0,0,12/28/2020,Somerset,5/10/2021
The Bristal Assisted Living at Somerset,Franklin Twp,0,4,0,0,12/28/2020,Somerset,2/26/2021
Brookdale Hillsborough,Hillsborough,0,3,0,0,12/16/2020,Somerset,2/18/2021
All American Assisted Living at Hillsborough,Hillsborough,12,3,2,0,12/10/2020,Somerset,2/5/2021
New Jersey Eastern Star Home,Bridgewater,4,9,1,0,12/1/2020,Somerset,2/17/2021
Sunrise of Basking Ridge,Bernards Twp,0,7,0,0,11/30/2020,Somerset,2/25/2021
Willow Creek Rehabilitation and Care Center,Franklin Twp,3,11,0,0,11/28/2020,Somerset,3/25/2021
Waterfront Rehabilitation and Healthcare Center,Raritan,18,11,1,0,11/23/2020,Somerset,2/17/2021
Brandywine Living at Mountain Ridge,Watchung,2,5,0,0,11/23/2020,Somerset,12/30/2020
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,3,10,0,0,11/21/2020,Somerset,2/17/2021
CareOne at Somerset Valley Rehabilitation Facility,Bound Brook,9,13,2,0,11/16/2020,Somerset,2/26/2021
CareOne at Somerset Valley Assisted Living Facility,Bound Brook,0,6,0,0,11/15/2020,Somerset,1/31/2021
Abingdon Care and Rehabilitation Center,Green Brook Twp,6,3,0,0,11/11/2020,Somerset,1/19/2021
Green Brook Regional,Green Brook Twp,8,33,0,0,11/9/2020,Somerset,6/3/2021
Parker at Somerset,Franklin Twp,4,15,0,0,11/9/2020,Somerset,2/11/2021
The Arbor at Laurel Circle,Bridgewater,7,8,1,0,11/8/2020,Somerset,2/11/2021
The Avalon at Bridgewater,Bridgewater,1,7,0,0,11/7/2020,Somerset,1/14/2021
Mc Auley Hall Health Center,Watchung,4,13,0,0,11/4/2020,Somerset,3/8/2021
Regency Jewish Heritage Post Acute Rehab and Nursing Center,Franklin Twp,26,27,0,0,10/27/2020,Somerset,3/11/2021
Assisted Living At Fellowship Village,Bernards Twp,9,33,2,0,10/23/2020,Somerset,3/8/2021
Brandywine Living at Middlebrook Crossing,Bridgewater,35,13,9,0,10/20/2020,Somerset,1/29/2021
Bridgeway Care And Rehab Center At Bridgewater,Bridgewater,7,17,1,0,10/19/2020,Somerset,3/4/2021
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,18,13,1,0,10/15/2020,Somerset,1/27/2021
Mira Vie at Green Knoll,Bridgewater,11,7,2,0,10/13/2020,Somerset,2/3/2021
Green Brook Regional,Green Brook Twp,0,2,0,0,10/5/2020,Somerset,11/5/2020
The Bristal Assisted Living at Somerset,Franklin Twp,0,2,0,0,9/15/2020,Somerset,10/21/2020
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,0,0,0,0,9/10/2020,Somerset,10/12/2020
Willow Creek Rehabilitation and Care Center,Franklin Twp,1,3,0,0,9/8/2020,Somerset,10/19/2020
The Arbor at Laurel Circle,Bridgewater,0,4,0,0,9/1/2020,Somerset,9/28/2020
Regency Jewish Heritage Post Acute Rehab and Nursing Center,Franklin Twp,2,0,0,0,8/28/2020,Somerset,10/5/2020
Complete Care at Green Knoll,Bridgewater,1,1,0,0,8/21/2020,Somerset,9/24/2020
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,1,2,0,0,8/20/2020,Somerset,8/31/2020
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,1,0,0,0,8/18/2020,Somerset,9/11/2020
Bridgeway Care And Rehabilitation Center At Hillsborough,Hillsborough,32,42,8,0,8/7/2020,Somerset,4/14/2021
Lyons Campus of the VA New Jersey Health Care System,Bernards Twp,12,73,0,0,7/28/2020,Somerset,6/3/2021
CareOne at Somerset Valley Assisted Living Facility,Bound Brook,1,0,0,0,7/20/2020,Somerset,8/11/2020
Mira Vie at Green Knoll,Bridgewater,2,3,1,0,5/27/2020,Somerset,8/11/2020
The Avalon at Bridgewater,Bridgewater,2,3,0,0,5/1/2020,Somerset,8/9/2020
Somerset Woods Rehabilitation & Nursing Center,Franklin Twp,85,25,13,0,5/1/2020,Somerset,11/4/2020
Brightview at Warren Assisted Living,Warren Twp,9,10,5,0,4/23/2020,Somerset,8/4/2020
Avalon Assisted Living at Hillsborough,Hillsborough,15,9,2,0,4/19/2020,Somerset,8/3/2020
Sunrise of Bridgewater,Bridgewater,18,12,6,0,4/15/2020,Somerset,1/12/2021
Brandywine Living at Mountain Ridge,Watchung,2,13,1,0,4/14/2020,Somerset,8/24/2020
Brookdale Hillsborough,Hillsborough,16,17,7,0,4/13/2020,Somerset,8/3/2020
All American Assisted Living at Hillsborough,Hillsborough,24,9,5,0,4/10/2020,Somerset,7/9/2020
CareOne at Somerset Valley Rehabilitation Facility,Bound Brook,70,34,11,1,4/10/2020,Somerset,8/3/2020
Lyons Campus of the VA New Jersey Health Care System,Bernards Twp,127,44,42,5,4/9/2020,Somerset,7/30/2020
Abingdon Care and Rehabilitation Center,Green Brook Twp,124,34,24,1,4/9/2020,Somerset,11/10/2020
Waterfront Rehabilitation and Healthcare Center,Raritan,44,29,9,0,4/9/2020,Somerset,8/25/2020
Sunrise of Basking Ridge,Bernards Twp,14,16,5,0,4/8/2020,Somerset,8/8/2020
Stonebridge at Montgomery,Montgomery,50,69,16,0,4/8/2020,Somerset,4/6/2021
Regency Jewish Heritage Post Acute Rehab and Nursing Center,Franklin Twp,63,34,14,0,4/7/2020,Somerset,7/14/2020
Fox Trail Memory Care Living at Green Brook,Green Brook Twp,4,2,4,0,4/6/2020,Somerset,5/15/2020
The Arbor at Laurel Circle,Bridgewater,22,8,8,1,4/6/2020,Somerset,8/3/2020
Assisted Living At Fellowship Village,Bernards Twp,19,46,4,0,4/6/2020,Somerset,8/3/2020
Foothill Acres Rehabilitation and Nursing Center,Hillsborough,85,19,37,0,4/2/2020,Somerset,8/25/2020
Brandywine Living at Middlebrook Crossing,Bridgewater,11,10,4,0,4/2/2020,Somerset,7/31/2020
Spring Hills Assisted Living Facility Somerset,Franklin Twp,41,20,13,0,4/1/2020,Somerset,8/7/2020
Bridgeway Care And Rehabilitation Center At Hillsborough,Hillsborough,22,31,8,0,4/1/2020,Somerset,7/9/2020
Mira Vie at Warren,Warren Twp,36,12,8,0,4/1/2020,Somerset,8/7/2020
Complete Care at Green Knoll,Bridgewater,52,21,16,1,3/31/2020,Somerset,8/4/2020
New Jersey Eastern Star Home,Bridgewater,34,33,6,0,3/31/2020,Somerset,9/9/2020
Parker at Somerset,Franklin Twp,32,38,5,0,3/30/2020,Somerset,10/23/2020
Green Brook Regional,Green Brook Twp,36,101,7,0,3/26/2020,Somerset,9/5/2020
CareOne at Somerset Valley Assisted Living Facility,Bound Brook,30,10,9,0,3/26/2020,Somerset,7/10/2020
Mc Auley Hall Health Center,Watchung,28,29,6,0,3/25/2020,Somerset,8/26/2020
Bridgeway Care And Rehab Center At Bridgewater,Bridgewater,76,35,19,0,3/23/2020,Somerset,8/3/2020
Willow Creek Rehabilitation and Care Center,Franklin Twp,62,19,15,0,3/23/2020,Somerset,8/6/2020
"Martin and Edith Stein Assisted Living Residence, Inc.",Franklin Twp,39,5,15,0,3/11/2020,Somerset,7/24/2020
United Methodist Communities at Bristol Glen - AL and LTC,Newton,4,3,0,0,2/24/2025,Sussex,4/15/2025
Mohawk Meadows §,Andover Twp,19,12,0,0,1/27/2025,Sussex,3/12/2025
Bentley Assisted Living (Evermay at Branchville),Branchville,18,5,0,0,12/27/2024,Sussex,2/21/2025
CSL Chelsea at Sparta,Sparta,5,1,0,0,12/26/2024,Sussex,2/5/2025
CSL Chelsea at Sparta,Sparta,3,1,0,0,10/23/2024,Sussex,11/22/2024
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,12,5,0,0,9/12/2024,Sussex,10/18/2024
United Methodist Communities at Bristol Glen - AL and LTC,Newton,5,2,1,0,9/5/2024,Sussex,10/15/2024
Westwind Manor,Franklin,8,2,0,0,9/5/2024,Sussex,10/2/2024
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,5,4,1,0,6/25/2024,Sussex,8/8/2024
Mohawk Meadows,Andover Twp,1,0,0,0,3/25/2024,Sussex,4/26/2024
CSL Chelsea at Sparta §,Sparta,2,0,0,0,3/11/2024,Sussex,4/12/2024
Bentley Assisted Living (Evermay at Branchville),Branchville,6,1,0,0,3/7/2024,Sussex,4/16/2024
Mohawk Meadows,Andover Twp,10,3,1,0,1/18/2024,Sussex,3/15/2024
United Methodist Communities at Bristol Glen - AL and LTC §,Newton,40,35,1,0,1/8/2024,Sussex,4/30/2024
CSL Chelsea at Sparta,Sparta,3,3,0,0,12/27/2023,Sussex,2/6/2024
Complete Care at Barn Hill (formerly Barn Hill Care Center) §,Newton,62,23,2,0,12/26/2023,Sussex,2/27/2024
Bentley Assisted Living (Evermay at Branchville),Branchville,9,8,0,0,12/14/2023,Sussex,1/26/2024
Homestead Rehabilitation and Health Care Center §,Frankford.,12,3,2,0,12/6/2023,Sussex,2/5/2024
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,2,1,0,0,10/31/2023,Sussex,12/11/2023
Valley View Rehabilitation and Health care Center,Newton,6,3,0,0,10/31/2023,Sussex,11/30/2023
Complete Care at Barn Hill (formerly Barn Hill Care Center) §,Newton,2,0,0,0,9/28/2023,Sussex,10/31/2023
Mohawk Meadows,Andover Twp,39,27,8,0,9/25/2023,Sussex,12/19/2023
United Methodist Communities at Bristol Glen - AL and LTC §,Newton,28,22,3,0,9/21/2023,Sussex,1/16/2024
CSL Chelsea at Sparta,Sparta,25,10,1,0,9/11/2023,Sussex,10/31/2023
Bentley Assisted Living (Evermay at Branchville),Branchville,7,4,0,0,8/10/2023,Sussex,9/15/2023
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,6,2,0,0,8/5/2023,Sussex,9/12/2023
Mohawk Meadows,Andover Twp,1,7,0,0,7/28/2023,Sussex,9/7/2023
Complete Care at Barn Hill (formerly Barn Hill Care Center) §,Newton,2,0,0,0,7/3/2023,Sussex,8/1/2023
Homestead Rehabilitation and Health Care Center,Frankford.,8,3,0,0,5/23/2023,Sussex,6/26/2023
Bentley Assisted Living (Evermay at Branchville) §,Branchville,1,0,0,0,3/28/2023,Sussex,4/26/2023
Westwind Manor,Franklin,3,0,0,0,2/14/2023,Sussex,3/20/2023
Bentley Assisted Living (Evermay at Branchville),Branchville,2,0,0,0,2/1/2023,Sussex,3/6/2023
Homestead Rehabilitation and Health Care Center,Frankford.,17,1,0,0,1/19/2023,Sussex,3/23/2023
Mohawk Meadows,Andover Twp,9,10,0,0,1/4/2023,Sussex,2/22/2023
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,64,25,5,0,12/27/2022,Sussex,3/20/2023
United Methodist Communities at Bristol Glen - AL and LTC,Newton,29,37,1,0,12/8/2022,Sussex,2/27/2023
Westwind Manor §,Franklin,8,0,0,0,12/6/2022,Sussex,2/1/2023
CSL Chelsea at Sparta §,Sparta,17,6,1,0,11/7/2022,Sussex,3/24/2023
Valley View Rehabilitation and Health care Center,Newton,12,8,0,0,10/20/2022,Sussex,12/7/2022
Homestead Rehabilitation and Health Care Center §,Frankford.,34,3,0,0,10/18/2022,Sussex,1/5/2023
Westwind Manor,Franklin,5,4,0,0,9/30/2022,Sussex,11/9/2022
Homestead Rehabilitation and Health Care Center,Frankford.,2,0,0,0,9/2/2022,Sussex,10/5/2022
Westwind Manor,Franklin,2,0,0,0,8/22/2022,Sussex,9/21/2022
Bentley Assisted Living (Evermay at Branchville),Branchville,26,10,3,0,8/10/2022,Sussex,11/21/2022
Mohawk Meadows,Andover Twp,15,17,0,0,7/18/2022,Sussex,9/22/2022
Homestead Rehabilitation and Health Care Center,Frankford.,38,17,6,0,5/16/2022,Sussex,7/12/2022
Westwind Manor,Franklin,10,5,0,0,5/16/2022,Sussex,6/29/2022
